Velocity,Mass,Thrust,Drag
100.273,15.483,0,25.3
100.161,15.483,0,25.236
100.048,15.483,0,25.173
99.935,15.483,0,25.11
99.821,15.483,0,25.047
99.708,15.483,0,24.974
99.595,15.483,0,24.903
99.482,15.483,0,24.834
99.368,15.483,0,24.767
99.255,15.483,0,24.703
99.141,15.483,0,24.648
99.028,15.483,0,24.593
98.914,15.483,0,24.539
98.8,15.483,0,24.485
98.686,15.483,0,24.432
98.572,15.483,0,24.375
98.458,15.483,0,24.319
98.344,15.483,0,24.264
98.23,15.483,0,24.211
98.116,15.483,0,24.159
98.001,15.483,0,24.11
97.887,15.483,0,24.06
97.772,15.483,0,24.011
97.658,15.483,0,23.961
97.543,15.483,0,23.911
97.429,15.483,0,23.861
97.314,15.483,0,23.811
97.2,15.483,0,23.761
97.085,15.483,0,23.71
96.971,15.483,0,23.659
96.856,15.483,0,23.607
96.742,15.483,0,23.555
96.627,15.483,0,23.503
96.512,15.483,0,23.451
96.397,15.483,0,23.398
96.282,15.483,0,23.344
96.168,15.483,0,23.29
96.053,15.483,0,23.235
95.938,15.483,0,23.179
95.823,15.483,0,23.123
95.709,15.483,0,23.067
95.594,15.483,0,23.01
95.479,15.483,0,22.953
95.365,15.483,0,22.895
95.25,15.483,0,22.836
95.136,15.483,0,22.778
95.021,15.483,0,22.719
94.907,15.483,0,22.659
94.793,15.483,0,22.599
94.678,15.483,0,22.538
94.564,15.483,0,22.475
94.45,15.483,0,22.413
94.336,15.483,0,22.351
94.222,15.483,0,22.289
94.109,15.483,0,22.228
93.995,15.483,0,22.168
93.882,15.483,0,22.108
93.769,15.483,0,22.049
93.656,15.483,0,21.991
93.544,15.483,0,21.934
93.431,15.483,0,21.876
93.319,15.483,0,21.819
93.206,15.483,0,21.763
93.094,15.483,0,21.707
92.982,15.483,0,21.653
92.87,15.483,0,21.599
92.759,15.483,0,21.545
92.647,15.483,0,21.493
92.535,15.483,0,21.441
92.424,15.483,0,21.39
92.313,15.483,0,21.34
92.202,15.483,0,21.291
92.091,15.483,0,21.242
91.98,15.483,0,21.195
91.869,15.483,0,21.147
91.758,15.483,0,21.095
91.648,15.483,0,21.043
91.537,15.483,0,20.991
91.427,15.483,0,20.94
91.317,15.483,0,20.889
91.206,15.483,0,20.849
91.096,15.483,0,20.809
90.986,15.483,0,20.769
90.876,15.483,0,20.73
90.766,15.483,0,20.689
90.657,15.483,0,20.635
90.547,15.483,0,20.58
90.437,15.483,0,20.525
90.328,15.483,0,20.469
90.218,15.483,0,20.415
90.109,15.483,0,20.368
89.999,15.483,0,20.32
89.89,15.483,0,20.273
89.78,15.483,0,20.225
89.671,15.483,0,20.177
89.562,15.483,0,20.128
89.452,15.483,0,20.079
89.343,15.483,0,20.029
89.234,15.483,0,19.979
89.125,15.483,0,19.93
89.016,15.483,0,19.887
88.907,15.483,0,19.843
88.798,15.483,0,19.799
88.689,15.483,0,19.755
88.58,15.483,0,19.707
88.471,15.483,0,19.635
88.362,15.483,0,19.562
88.253,15.483,0,19.491
88.144,15.483,0,19.42
88.035,15.483,0,19.354
87.926,15.483,0,19.318
87.817,15.483,0,19.281
87.708,15.483,0,19.245
87.599,15.483,0,19.208
87.49,15.483,0,19.169
87.381,15.483,0,19.111
87.272,15.483,0,19.054
87.164,15.483,0,18.996
87.055,15.483,0,18.939
86.946,15.483,0,18.883
86.837,15.483,0,18.837
86.728,15.483,0,18.791
86.619,15.483,0,18.744
86.51,15.483,0,18.698
86.401,15.483,0,18.651
86.292,15.483,0,18.593
86.183,15.483,0,18.536
86.074,15.483,0,18.479
85.965,15.483,0,18.424
85.856,15.483,0,18.369
85.746,15.483,0,18.319
85.637,15.483,0,18.268
85.528,15.483,0,18.219
85.419,15.483,0,18.17
85.309,15.483,0,18.121
85.2,15.483,0,18.077
85.091,15.483,0,18.032
84.981,15.483,0,17.988
84.872,15.483,0,17.944
84.762,15.483,0,17.9
84.653,15.483,0,17.852
84.544,15.483,0,17.804
84.434,15.483,0,17.757
84.324,15.483,0,17.711
84.215,15.483,0,17.664
84.105,15.483,0,17.615
83.995,15.483,0,17.567
83.885,15.483,0,17.52
83.775,15.483,0,17.475
83.665,15.483,0,17.431
83.555,15.483,0,17.39
83.444,15.483,0,17.349
83.334,15.483,0,17.307
83.224,15.483,0,17.266
83.114,15.483,0,17.224
83.005,15.483,0,17.181
82.895,15.483,0,17.137
82.785,15.483,0,17.093
82.675,15.483,0,17.049
82.565,15.483,0,17.005
82.455,15.483,0,16.96
82.345,15.483,0,16.915
82.235,15.483,0,16.87
82.125,15.483,0,16.825
82.015,15.483,0,16.78
81.905,15.483,0,16.735
81.795,15.483,0,16.69
81.685,15.483,0,16.647
81.576,15.483,0,16.604
81.466,15.483,0,16.561
81.357,15.483,0,16.514
81.247,15.483,0,16.467
81.138,15.483,0,16.42
81.029,15.483,0,16.373
80.919,15.483,0,16.326
80.81,15.483,0,16.28
80.701,15.483,0,16.235
80.591,15.483,0,16.189
80.482,15.483,0,16.144
80.373,15.483,0,16.099
80.264,15.483,0,16.055
80.156,15.483,0,16.011
80.047,15.483,0,15.968
79.938,15.483,0,15.926
79.83,15.483,0,15.883
79.721,15.483,0,15.841
79.613,15.483,0,15.798
79.505,15.483,0,15.756
79.397,15.483,0,15.714
79.289,15.483,0,15.672
79.181,15.483,0,15.621
79.073,15.483,0,15.571
78.965,15.483,0,15.521
78.857,15.483,0,15.471
78.749,15.483,0,15.421
78.641,15.483,0,15.377
78.533,15.483,0,15.334
78.425,15.483,0,15.29
78.317,15.483,0,15.247
78.21,15.483,0,15.204
78.102,15.483,0,15.165
77.995,15.483,0,15.128
77.887,15.483,0,15.09
77.78,15.483,0,15.054
77.673,15.483,0,15.016
77.566,15.483,0,14.969
77.459,15.483,0,14.922
77.351,15.483,0,14.876
77.244,15.483,0,14.829
77.137,15.483,0,14.783
77.03,15.483,0,14.747
76.923,15.483,0,14.711
76.817,15.483,0,14.676
76.71,15.483,0,14.642
76.603,15.483,0,14.607
76.497,15.483,0,14.57
76.39,15.483,0,14.534
76.284,15.483,0,14.498
76.178,15.483,0,14.462
76.071,15.483,0,14.428
75.965,15.483,0,14.402
75.859,15.483,0,14.376
75.753,15.483,0,14.351
75.647,15.483,0,14.327
75.541,15.483,0,14.301
75.436,15.483,0,14.251
75.33,15.483,0,14.201
75.224,15.483,0,14.151
75.118,15.483,0,14.101
75.013,15.483,0,14.053
74.907,15.483,0,14.023
74.801,15.483,0,13.994
74.696,15.483,0,13.964
74.59,15.483,0,13.934
74.485,15.483,0,13.905
74.379,15.483,0,13.876
74.274,15.483,0,13.847
74.169,15.483,0,13.818
74.064,15.483,0,13.788
73.958,15.483,0,13.759
73.853,15.483,0,13.728
73.748,15.483,0,13.697
73.643,15.483,0,13.665
73.538,15.483,0,13.634
73.433,15.483,0,13.601
73.329,15.483,0,13.561
73.224,15.483,0,13.521
73.119,15.483,0,13.481
73.014,15.483,0,13.441
72.909,15.483,0,13.4
72.804,15.483,0,13.356
72.699,15.483,0,13.312
72.594,15.483,0,13.269
72.49,15.483,0,13.225
72.385,15.483,0,13.182
72.28,15.483,0,13.147
72.175,15.483,0,13.111
72.07,15.483,0,13.076
71.965,15.483,0,13.04
71.86,15.483,0,13.004
71.755,15.483,0,12.96
71.651,15.483,0,12.917
71.546,15.483,0,12.874
71.441,15.483,0,12.831
71.336,15.483,0,12.788
71.231,15.483,0,12.744
71.126,15.483,0,12.7
71.021,15.483,0,12.656
70.916,15.483,0,12.613
70.81,15.483,0,12.57
70.705,15.483,0,12.526
70.6,15.483,0,12.483
70.495,15.483,0,12.44
70.389,15.483,0,12.398
70.284,15.483,0,12.356
70.178,15.483,0,12.315
70.073,15.483,0,12.275
69.967,15.483,0,12.235
69.861,15.483,0,12.196
69.756,15.483,0,12.158
69.65,15.483,0,12.128
69.544,15.483,0,12.097
69.439,15.483,0,12.066
69.333,15.483,0,12.036
69.227,15.483,0,12.003
69.121,15.483,0,11.959
69.015,15.483,0,11.917
68.909,15.483,0,11.877
68.803,15.483,0,11.84
68.697,15.483,0,11.805
68.59,15.483,0,11.773
68.484,15.483,0,11.741
68.377,15.483,0,11.709
68.27,15.483,0,11.677
68.164,15.483,0,11.645
68.057,15.483,0,11.614
67.95,15.483,0,11.582
67.844,15.483,0,11.55
67.737,15.483,0,11.518
67.63,15.483,0,11.485
67.523,15.483,0,11.453
67.416,15.483,0,11.421
67.309,15.483,0,11.388
67.202,15.483,0,11.356
67.095,15.483,0,11.323
66.988,15.483,0,11.289
66.881,15.483,0,11.255
66.775,15.483,0,11.22
66.668,15.483,0,11.185
66.561,15.483,0,11.151
66.454,15.483,0,11.117
66.347,15.483,0,11.083
66.241,15.483,0,11.049
66.134,15.483,0,11.015
66.027,15.483,0,10.98
65.92,15.483,0,10.944
65.813,15.483,0,10.908
65.706,15.483,0,10.871
65.599,15.483,0,10.835
65.493,15.483,0,10.798
65.386,15.483,0,10.763
65.279,15.483,0,10.728
65.172,15.483,0,10.694
65.066,15.483,0,10.659
64.959,15.483,0,10.623
64.852,15.483,0,10.583
64.745,15.483,0,10.543
64.639,15.483,0,10.504
64.532,15.483,0,10.464
64.426,15.483,0,10.424
64.319,15.483,0,10.383
64.213,15.483,0,10.344
64.107,15.483,0,10.304
64.001,15.483,0,10.265
63.896,15.483,0,10.227
63.79,15.483,0,10.191
63.685,15.483,0,10.156
63.58,15.483,0,10.123
63.475,15.483,0,10.091
63.37,15.483,0,10.062
63.265,15.483,0,10.03
63.161,15.483,0,10
63.056,15.483,0,9.971
62.952,15.483,0,9.942
62.848,15.483,0,9.915
62.744,15.483,0,9.885
62.64,15.483,0,9.857
62.536,15.483,0,9.828
62.432,15.483,0,9.8
62.328,15.483,0,9.773
62.224,15.483,0,9.749
62.121,15.483,0,9.725
62.017,15.483,0,9.701
61.914,15.483,0,9.679
61.81,15.483,0,9.655
61.707,15.483,0,9.62
61.604,15.483,0,9.585
61.5,15.483,0,9.55
61.397,15.483,0,9.515
61.294,15.483,0,9.48
61.191,15.483,0,9.447
61.087,15.483,0,9.414
60.984,15.483,0,9.38
60.881,15.483,0,9.347
60.778,15.483,0,9.315
60.675,15.483,0,9.285
60.572,15.483,0,9.256
60.469,15.483,0,9.227
60.366,15.483,0,9.197
60.263,15.483,0,9.169
60.16,15.483,0,9.143
60.057,15.483,0,9.118
59.954,15.483,0,9.093
59.851,15.483,0,9.068
59.749,15.483,0,9.042
59.646,15.483,0,9.013
59.543,15.483,0,8.983
59.441,15.483,0,8.953
59.338,15.483,0,8.923
59.235,15.483,0,8.896
59.133,15.483,0,8.884
59.03,15.483,0,8.873
58.928,15.483,0,8.863
58.826,15.483,0,8.853
58.724,15.483,0,8.844
58.622,15.483,0,8.836
58.52,15.483,0,8.829
58.418,15.483,0,8.821
58.316,15.483,0,8.814
58.215,15.483,0,8.807
58.113,15.483,0,8.794
58.011,15.483,0,8.78
57.91,15.483,0,8.767
57.809,15.483,0,8.753
57.707,15.483,0,8.738
57.606,15.483,0,8.71
57.505,15.483,0,8.682
57.404,15.483,0,8.654
57.302,15.483,0,8.626
57.201,15.483,0,8.598
57.1,15.483,0,8.579
56.999,15.483,0,8.561
56.898,15.483,0,8.542
56.797,15.483,0,8.523
56.695,15.483,0,8.502
56.594,15.483,0,8.47
56.493,15.483,0,8.438
56.392,15.483,0,8.406
56.291,15.483,0,8.373
56.19,15.483,0,8.34
56.089,15.483,0,8.307
55.988,15.483,0,8.274
55.887,15.483,0,8.241
55.786,15.483,0,8.208
55.685,15.483,0,8.174
55.584,15.483,0,8.135
55.482,15.483,0,8.097
55.381,15.483,0,8.059
55.28,15.483,0,8.022
55.179,15.483,0,7.985
55.077,15.483,0,7.953
54.976,15.483,0,7.921
54.874,15.483,0,7.89
54.773,15.483,0,7.858
54.672,15.483,0,7.827
54.57,15.483,0,7.799
54.469,15.483,0,7.77
54.367,15.483,0,7.742
54.266,15.483,0,7.714
54.164,15.483,0,7.686
54.063,15.483,0,7.658
53.961,15.483,0,7.63
53.86,15.483,0,7.603
53.758,15.483,0,7.576
53.657,15.483,0,7.549
53.555,15.483,0,7.528
53.454,15.483,0,7.506
53.352,15.483,0,7.485
53.25,15.483,0,7.463
53.149,15.483,0,7.441
53.047,15.483,0,7.414
52.946,15.483,0,7.388
52.844,15.483,0,7.361
52.743,15.483,0,7.334
52.641,15.483,0,7.308
52.539,15.483,0,7.283
52.438,15.483,0,7.259
52.336,15.483,0,7.235
52.234,15.483,0,7.21
52.133,15.483,0,7.187
52.031,15.483,0,7.166
51.929,15.483,0,7.146
51.828,15.483,0,7.125
51.726,15.483,0,7.105
51.624,15.483,0,7.083
51.523,15.483,0,7.046
51.421,15.483,0,7.011
51.319,15.483,0,6.977
51.217,15.483,0,6.944
51.115,15.483,0,6.913
51.012,15.483,0,6.883
50.91,15.483,0,6.855
50.808,15.483,0,6.828
50.705,15.483,0,6.802
50.603,15.483,0,6.777
50.5,15.483,0,6.759
50.398,15.483,0,6.741
50.295,15.483,0,6.723
50.193,15.483,0,6.705
50.09,15.483,0,6.687
49.987,15.483,0,6.665
49.885,15.483,0,6.643
49.782,15.483,0,6.621
49.679,15.483,0,6.6
49.577,15.483,0,6.579
49.474,15.483,0,6.557
49.371,15.483,0,6.536
49.268,15.483,0,6.515
49.165,15.483,0,6.495
49.062,15.483,0,6.475
48.959,15.483,0,6.455
48.856,15.483,0,6.436
48.753,15.483,0,6.417
48.649,15.483,0,6.398
48.546,15.483,0,6.379
48.443,15.483,0,6.36
48.341,15.483,0,6.34
48.238,15.483,0,6.32
48.135,15.483,0,6.3
48.032,15.483,0,6.28
47.929,15.483,0,6.26
47.826,15.483,0,6.24
47.723,15.483,0,6.219
47.62,15.483,0,6.199
47.516,15.483,0,6.178
47.413,15.483,0,6.158
47.31,15.483,0,6.138
47.207,15.483,0,6.118
47.104,15.483,0,6.098
47.002,15.483,0,6.078
46.899,15.483,0,6.057
46.796,15.483,0,6.036
46.693,15.483,0,6.015
46.59,15.483,0,5.994
46.487,15.483,0,5.973
46.384,15.483,0,5.952
46.281,15.483,0,5.931
46.178,15.483,0,5.91
46.075,15.483,0,5.889
45.972,15.483,0,5.868
45.869,15.483,0,5.847
45.767,15.483,0,5.826
45.664,15.483,0,5.805
45.561,15.483,0,5.784
45.458,15.483,0,5.762
45.356,15.483,0,5.74
45.253,15.483,0,5.718
45.15,15.483,0,5.696
45.047,15.483,0,5.674
44.944,15.483,0,5.652
44.841,15.483,0,5.63
44.738,15.483,0,5.608
44.635,15.483,0,5.586
44.532,15.483,0,5.564
44.429,15.483,0,5.542
44.327,15.483,0,5.52
44.224,15.483,0,5.498
44.121,15.483,0,5.475
44.018,15.483,0,5.453
43.915,15.483,0,5.431
43.813,15.483,0,5.408
43.71,15.483,0,5.386
43.607,15.483,0,5.363
43.505,15.483,0,5.341
43.402,15.483,0,5.319
43.299,15.483,0,5.296
43.197,15.483,0,5.273
43.095,15.483,0,5.251
42.992,15.483,0,5.228
42.89,15.483,0,5.205
42.787,15.483,0,5.183
42.685,15.483,0,5.16
42.583,15.483,0,5.138
42.48,15.483,0,5.115
42.378,15.483,0,5.093
42.276,15.483,0,5.072
42.174,15.483,0,5.053
42.072,15.483,0,5.034
41.97,15.483,0,5.016
41.869,15.483,0,4.999
41.767,15.483,0,4.977
41.666,15.483,0,4.956
41.564,15.483,0,4.934
41.463,15.483,0,4.913
41.362,15.483,0,4.892
41.26,15.483,0,4.873
41.159,15.483,0,4.853
41.058,15.483,0,4.834
40.957,15.483,0,4.816
40.856,15.483,0,4.797
40.755,15.483,0,4.779
40.654,15.483,0,4.761
40.553,15.483,0,4.744
40.452,15.483,0,4.726
40.351,15.483,0,4.709
40.251,15.483,0,4.695
40.15,15.483,0,4.681
40.05,15.483,0,4.668
39.949,15.483,0,4.655
39.849,15.483,0,4.64
39.748,15.483,0,4.606
39.648,15.483,0,4.573
39.547,15.483,0,4.541
39.447,15.483,0,4.509
39.346,15.483,0,4.481
39.246,15.483,0,4.472
39.145,15.483,0,4.465
39.045,15.483,0,4.46
38.945,15.483,0,4.455
38.844,15.483,0,4.451
38.744,15.483,0,4.432
38.644,15.483,0,4.414
38.544,15.483,0,4.395
38.444,15.483,0,4.377
38.345,15.483,0,4.36
38.245,15.483,0,4.353
38.145,15.483,0,4.348
38.045,15.483,0,4.343
37.946,15.483,0,4.338
37.846,15.483,0,4.333
37.747,15.483,0,4.311
37.647,15.483,0,4.29
37.548,15.483,0,4.268
37.448,15.483,0,4.247
37.349,15.483,0,4.225
37.249,15.483,0,4.205
37.15,15.483,0,4.185
37.051,15.483,0,4.165
36.951,15.483,0,4.145
36.852,15.483,0,4.127
36.752,15.483,0,4.123
36.653,15.483,0,4.119
36.554,15.483,0,4.116
36.455,15.483,0,4.113
36.356,15.483,0,4.108
36.257,15.483,0,4.086
36.158,15.483,0,4.064
36.059,15.483,0,4.042
35.96,15.483,0,4.02
35.861,15.483,0,3.999
35.762,15.483,0,3.988
35.663,15.483,0,3.977
35.564,15.483,0,3.966
35.466,15.483,0,3.956
35.367,15.483,0,3.944
35.268,15.483,0,3.92
35.169,15.483,0,3.897
35.07,15.483,0,3.874
34.972,15.483,0,3.851
34.873,15.483,0,3.828
34.774,15.483,0,3.807
34.675,15.483,0,3.786
34.576,15.483,0,3.765
34.477,15.483,0,3.745
34.379,15.483,0,3.724
34.28,15.483,0,3.7
34.181,15.483,0,3.677
34.082,15.483,0,3.653
33.983,15.483,0,3.63
33.884,15.483,0,3.607
33.785,15.483,0,3.588
33.686,15.483,0,3.568
33.587,15.483,0,3.549
33.488,15.483,0,3.53
33.389,15.483,0,3.512
33.29,15.483,0,3.512
33.192,15.483,0,3.512
33.093,15.483,0,3.512
32.994,15.483,0,3.512
32.896,15.483,0,3.513
32.797,15.483,0,3.506
32.699,15.483,0,3.499
32.6,15.483,0,3.493
32.502,15.483,0,3.486
32.404,15.483,0,3.479
32.305,15.483,0,3.46
32.207,15.483,0,3.441
32.109,15.483,0,3.423
32.01,15.483,0,3.404
31.912,15.483,0,3.386
31.814,15.483,0,3.373
31.715,15.483,0,3.359
31.617,15.483,0,3.346
31.519,15.483,0,3.333
31.421,15.483,0,3.318
31.322,15.483,0,3.291
31.224,15.483,0,3.265
31.126,15.483,0,3.238
31.027,15.483,0,3.212
30.929,15.483,0,3.187
30.831,15.483,0,3.166
30.732,15.483,0,3.145
30.634,15.483,0,3.125
30.535,15.483,0,3.104
30.437,15.483,0,3.083
30.338,15.483,0,3.054
30.239,15.483,0,3.026
30.141,15.483,0,2.998
30.042,15.483,0,2.971
29.943,15.483,0,2.945
29.844,15.483,0,2.929
29.746,15.483,0,2.913
29.647,15.483,0,2.897
29.548,15.483,0,2.881
29.449,15.483,0,2.864
29.35,15.483,0,2.843
29.251,15.483,0,2.822
29.152,15.483,0,2.802
29.054,15.483,0,2.781
28.955,15.483,0,2.762
28.856,15.483,0,2.752
28.757,15.483,0,2.742
28.658,15.483,0,2.732
28.559,15.483,0,2.722
28.46,15.483,0,2.712
28.361,15.483,0,2.706
28.263,15.483,0,2.701
28.164,15.483,0,2.695
28.065,15.483,0,2.69
27.967,15.483,0,2.685
27.868,15.483,0,2.677
27.77,15.483,0,2.669
27.671,15.483,0,2.661
27.573,15.483,0,2.654
27.474,15.483,0,2.645
27.376,15.483,0,2.629
27.277,15.483,0,2.613
27.179,15.483,0,2.596
27.08,15.483,0,2.58
26.982,15.483,0,2.565
26.884,15.483,0,2.558
26.785,15.483,0,2.551
26.687,15.483,0,2.544
26.588,15.483,0,2.537
26.49,15.483,0,2.53
26.392,15.483,0,2.521
26.294,15.483,0,2.512
26.195,15.483,0,2.504
26.097,15.483,0,2.495
25.999,15.483,0,2.486
25.901,15.483,0,2.484
25.803,15.483,0,2.482
25.705,15.483,0,2.48
25.607,15.483,0,2.478
25.509,15.483,0,2.475
25.411,15.483,0,2.466
25.313,15.483,0,2.456
25.215,15.483,0,2.447
25.117,15.483,0,2.438
25.019,15.483,0,2.43
24.922,15.483,0,2.435
24.824,15.483,0,2.44
24.726,15.483,0,2.446
24.629,15.483,0,2.452
24.531,15.483,0,2.456
24.434,15.483,0,2.443
24.337,15.483,0,2.43
24.239,15.483,0,2.417
24.142,15.483,0,2.404
24.044,15.483,0,2.391
23.947,15.483,0,2.383
23.85,15.483,0,2.375
23.752,15.483,0,2.367
23.655,15.483,0,2.359
23.558,15.483,0,2.35
23.46,15.483,0,2.335
23.363,15.483,0,2.32
23.266,15.483,0,2.305
23.168,15.483,0,2.291
23.071,15.483,0,2.276
22.974,15.483,0,2.265
22.876,15.483,0,2.254
22.779,15.483,0,2.243
22.682,15.483,0,2.232
22.584,15.483,0,2.221
22.487,15.483,0,2.204
22.39,15.483,0,2.187
22.292,15.483,0,2.17
22.195,15.483,0,2.153
22.097,15.483,0,2.137
22,15.483,0,2.13
21.903,15.483,0,2.123
21.805,15.483,0,2.117
21.708,15.483,0,2.11
21.611,15.483,0,2.101
21.513,15.483,0,2.079
21.416,15.483,0,2.057
21.318,15.483,0,2.036
21.221,15.483,0,2.015
21.123,15.483,0,1.996
21.026,15.483,0,1.997
20.928,15.483,0,1.999
20.831,15.483,0,2
20.733,15.483,0,2.002
20.636,15.483,0,2.002
20.539,15.483,0,1.985
20.441,15.483,0,1.967
20.344,15.483,0,1.95
20.247,15.483,0,1.933
20.149,15.483,0,1.917
20.052,15.483,0,1.914
19.954,15.483,0,1.91
19.857,15.483,0,1.907
19.76,15.483,0,1.904
19.662,15.483,0,1.9
19.565,15.483,0,1.895
19.468,15.483,0,1.889
19.371,15.483,0,1.884
19.274,15.483,0,1.878
19.176,15.483,0,1.872
19.079,15.483,0,1.858
18.982,15.483,0,1.844
18.885,15.483,0,1.83
18.788,15.483,0,1.816
18.69,15.483,0,1.802
18.593,15.483,0,1.783
18.496,15.483,0,1.765
18.399,15.483,0,1.747
18.301,15.483,0,1.729
18.204,15.483,0,1.712
18.106,15.483,0,1.697
18.009,15.483,0,1.683
17.911,15.483,0,1.668
17.814,15.483,0,1.654
17.716,15.483,0,1.642
17.619,15.483,0,1.646
17.521,15.483,0,1.652
17.424,15.483,0,1.657
17.327,15.483,0,1.663
17.23,15.483,0,1.667
17.132,15.483,0,1.658
17.035,15.483,0,1.649
16.938,15.483,0,1.641
16.841,15.483,0,1.632
16.744,15.483,0,1.623
16.647,15.483,0,1.608
16.549,15.483,0,1.594
16.452,15.483,0,1.58
16.355,15.483,0,1.565
16.258,15.483,0,1.551
16.16,15.483,0,1.537
16.063,15.483,0,1.523
15.966,15.483,0,1.508
15.868,15.483,0,1.494
15.771,15.483,0,1.481
15.674,15.483,0,1.477
15.576,15.483,0,1.472
15.479,15.483,0,1.468
15.382,15.483,0,1.463
15.285,15.483,0,1.459
15.187,15.483,0,1.447
15.09,15.483,0,1.435
14.993,15.483,0,1.424
14.895,15.483,0,1.412
14.798,15.483,0,1.4
14.701,15.483,0,1.387
14.603,15.483,0,1.373
14.506,15.483,0,1.359
14.409,15.483,0,1.346
14.311,15.483,0,1.333
14.214,15.483,0,1.329
14.116,15.483,0,1.325
14.019,15.483,0,1.322
13.922,15.483,0,1.318
13.824,15.483,0,1.313
13.727,15.483,0,1.292
13.63,15.483,0,1.272
13.532,15.483,0,1.252
13.435,15.483,0,1.232
13.337,15.483,0,1.216
13.24,15.483,0,1.227
13.142,15.483,0,1.238
13.045,15.483,0,1.25
12.948,15.483,0,1.262
12.851,15.483,0,1.272
12.754,15.483,0,1.269
12.657,15.483,0,1.265
12.56,15.483,0,1.261
12.463,15.483,0,1.258
12.366,15.483,0,1.255
12.269,15.483,0,1.26
12.172,15.483,0,1.265
12.075,15.483,0,1.27
11.979,15.483,0,1.275
11.882,15.483,0,1.279
11.785,15.483,0,1.278
11.689,15.483,0,1.276
11.592,15.483,0,1.274
11.496,15.483,0,1.272
11.399,15.483,0,1.27
11.303,15.483,0,1.262
11.206,15.483,0,1.255
11.11,15.483,0,1.247
11.014,15.483,0,1.239
10.917,15.483,0,1.233
10.821,15.483,0,1.237
10.724,15.483,0,1.242
10.628,15.483,0,1.246
10.532,15.483,0,1.251
10.436,15.483,0,1.253
10.34,15.483,0,1.238
10.244,15.483,0,1.223
10.147,15.483,0,1.209
10.051,15.483,0,1.194
9.955,15.483,0,1.18
9.859,15.483,0,1.174
9.762,15.483,0,1.168
9.666,15.483,0,1.161
9.57,15.483,0,1.155
9.474,15.483,0,1.149
9.378,15.483,0,1.147
9.281,15.483,0,1.144
9.185,15.483,0,1.142
9.089,15.483,0,1.14
8.993,15.483,0,1.137
8.897,15.483,0,1.133
8.801,15.483,0,1.129
8.705,15.483,0,1.125
8.609,15.483,0,1.12
8.513,15.483,0,1.116
8.417,15.483,0,1.105
8.321,15.483,0,1.095
8.225,15.483,0,1.085
8.129,15.483,0,1.075
8.033,15.483,0,1.066
7.937,15.483,0,1.067
7.841,15.483,0,1.069
7.745,15.483,0,1.07
7.65,15.483,0,1.072
7.554,15.483,0,1.072
7.458,15.483,0,1.064
7.362,15.483,0,1.057
7.267,15.483,0,1.049
7.171,15.483,0,1.041
7.075,15.483,0,1.035
6.979,15.483,0,1.04
6.884,15.483,0,1.044
6.788,15.483,0,1.049
6.693,15.483,0,1.054
6.597,15.483,0,1.056
6.502,15.483,0,1.036
6.406,15.483,0,1.017
6.311,15.483,0,0.997
6.215,15.483,0,0.978
6.12,15.483,0,0.962
6.024,15.483,0,0.965
5.928,15.483,0,0.968
5.833,15.483,0,0.971
5.737,15.483,0,0.974
5.642,15.483,0,0.976
5.547,15.483,0,0.972
5.451,15.483,0,0.967
5.356,15.483,0,0.962
5.261,15.483,0,0.957
5.165,15.483,0,0.953
5.07,15.483,0,0.953
4.975,15.483,0,0.952
4.88,15.483,0,0.952
4.784,15.483,0,0.951
4.689,15.483,0,0.952
4.594,15.483,0,0.961
4.499,15.483,0,0.971
4.405,15.483,0,0.98
4.31,15.483,0,0.989
4.215,15.483,0,0.997
4.121,15.483,0,0.994
4.026,15.483,0,0.99
3.932,15.483,0,0.986
3.837,15.483,0,0.983
3.743,15.483,0,0.981
3.649,15.483,0,0.991
3.555,15.483,0,1.001
3.46,15.483,0,1.011
3.366,15.483,0,1.022
3.273,15.483,0,1.031
3.179,15.483,0,1.03
3.085,15.483,0,1.029
2.991,15.483,0,1.028
2.898,15.483,0,1.027
2.804,15.483,0,1.026
2.711,15.483,0,1.02
2.617,15.483,0,1.015
2.524,15.483,0,1.01
2.43,15.483,0,1.005
2.337,15.483,0,1
2.243,15.483,0,1.004
2.15,15.483,0,1.007
2.057,15.483,0,1.01
1.964,15.483,0,1.014
1.871,15.483,0,1.016
1.778,15.483,0,1.012
1.685,15.483,0,1.008
1.592,15.483,0,1.004
1.499,15.483,0,1
1.406,15.483,0,0.997
1.313,15.483,0,0.998
1.221,15.483,0,0.999
1.128,15.483,0,1
1.035,15.483,0,1.001
0.943,15.483,0,1.003
0.85,15.483,0,1.01
0.758,15.483,0,1.017
0.666,15.483,0,1.025
0.574,15.483,0,1.032
0.482,15.483,0,1.038
0.39,15.483,0,1.031
0.298,15.483,0,1.024
0.206,15.483,0,1.016
0.114,15.483,0,1.009
0.023,15.483,0,1.003
-0.069,15.483,0,1.008
-0.161,15.483,0,1.012
-0.252,15.483,0,1.017
-0.344,15.483,0,1.021
-0.435,15.483,0,1.025
-0.445,15.483,0,52.296
-3.422,15.483,0,52.256
-7.98,15.483,0,50.816
-12.092,15.483,0,50.699
-15.719,15.483,0,57.887
-18.737,15.483,0,65.508
-20.957,15.483,0,80.131
-22.688,15.483,0,95.374
-24.369,15.483,0,105.505
-25.646,15.483,0,115.824
-26.586,15.483,0,124.801
-27.228,15.483,0,134.075
-27.686,15.483,0,139.019
